,Sex,Age,Sad - Patient response 1,Sad - Patient response 2,Sad - Patient response 3,Sad - Was this caused by a specific event/s?,Sad - Was this caused by a recent or distant event (or events)?,Sad - Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,Sad - Have you recently attempted protocol 11 and found this reignited unmanageable emotions as a result of old events?,Sad - Thank you. Now I will ask some questions to understand your situation.,Sad - Have you strongly felt or expressed any of the following emotions towards someone:,Sad - Do you believe that you should be the saviour of someone else?,"Sad - Do you see yourself as the victim, blaming someone else for how negative you feel?",Sad - Do you feel that you are trying to control someone?,Sad - Are you always blaming and accusing yourself for when something goes wrong?,"Sad - In previous conversations, have you considered other viewpoints presented?",Sad - Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,Angry - Patient response 1,Angry - Patient response 2,Angry - Patient response 3,Angry - Was this caused by a specific event/s?,Angry - Was this caused by a recent or distant event (or events)?,Angry - Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,Angry - Have you recently attempted protocol 11 and found this reignited unmanageable emotions as a result of old events?,Angry - Thank you. Now I will ask some questions to understand your situation.,Angry - Have you strongly felt or expressed any of the following emotions towards someone:,Angry - Do you believe that you should be the saviour of someone else?,"Angry - Do you see yourself as the victim, blaming someone else for how negative you feel?",Angry - Do you feel that you are trying to control someone?,Angry - Are you always blaming and accusing yourself for when something goes wrong?,"Angry - In previous conversations, have you considered other viewpoints presented?",Angry - Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,Anxious - Patient response 1,Anxious - Patient response 2,Anxious - Patient response 3,Anxious - Was this caused by a specific event/s?,Anxious - Was this caused by a recent or distant event (or events)?,Anxious - Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,Anxious - Have you recently attempted protocol 11 and found this reignited unmanageable emotions as a result of old events?,Anxious - Thank you. Now I will ask some questions to understand your situation.,Anxious - Have you strongly felt or expressed any of the following emotions towards someone:,Anxious - Do you believe that you should be the saviour of someone else?,"Anxious - Do you see yourself as the victim, blaming someone else for how negative you feel?",Anxious - Do you feel that you are trying to control someone?,Anxious - Are you always blaming and accusing yourself for when something goes wrong?,"Anxious - In previous conversations, have you considered other viewpoints presented?",Anxious - Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,Happy - Patient response 1,Happy - Patient response 2,Happy - Patient response 3,Happy - That's Good! Let me recommend a protocol you can attempt.,Loving - Patient response 1,Loving - Patient response 2,Loving - Patient response 3,Loving - That's Good! Let me recommend a protocol you can attempt.,Insecure - Patient response 1,Insecure - Patient response 2,Insecure - Patient response 3,Insecure - Was this caused by a specific event/s?,Insecure - Was this caused by a recent or distant event (or events)?,Insecure - Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,Insecure - Have you recently attempted protocol 11 and found this reignited unmanageable emotions as a result of old events?,Insecure - Thank you. Now I will ask some questions to understand your situation.,Insecure - Have you strongly felt or expressed any of the following emotions towards someone:,Insecure - Do you believe that you should be the saviour of someone else?,"Insecure - Do you see yourself as the victim, blaming someone else for how negative you feel?",Insecure - Do you feel that you are trying to control someone?,Insecure - Are you always blaming and accusing yourself for when something goes wrong?,"Insecure - In previous conversations, have you considered other viewpoints presented?",Insecure - Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,Disgusted - Patient response 1,Disgusted - Patient response 2,Disgusted - Patient response 3,Disgusted - Was this caused by a specific event/s?,Disgusted - Was this caused by a recent or distant event (or events)?,Disgusted - Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,Disgusted - Have you recently attempted protocol 11 and found this reignited unmanageable emotions as a result of old events?,Disgusted - Thank you. Now I will ask some questions to understand your situation.,Disgusted - Have you strongly felt or expressed any of the following emotions towards someone:,Disgusted - Do you believe that you should be the saviour of someone else?,"Disgusted - Do you see yourself as the victim, blaming someone else for how negative you feel?",Disgusted - Do you feel that you are trying to control someone?,Disgusted - Are you always blaming and accusing yourself for when something goes wrong?,"Disgusted - In previous conversations, have you considered other viewpoints presented?",Disgusted - Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,Disappointed - Patient response 1,Disappointed - Patient response 2,Disappointed - Patient response 3,Disappointed - Was this caused by a specific event/s?,Disappointed - Was this caused by a recent or distant event (or events)?,Disappointed - Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,Disappointed - Have you recently attempted protocol 11 and found this reignited unmanageable emotions as a result of old events?,Disappointed - Thank you. Now I will ask some questions to understand your situation.,Disappointed - Have you strongly felt or expressed any of the following emotions towards someone:,Disappointed - Do you believe that you should be the saviour of someone else?,"Disappointed - Do you see yourself as the victim, blaming someone else for how negative you feel?",Disappointed - Do you feel that you are trying to control someone?,Disappointed - Are you always blaming and accusing yourself for when something goes wrong?,"Disappointed - In previous conversations, have you considered other viewpoints presented?",Disappointed - Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,Ashamed - Patient response 1,Ashamed - Patient response 2,Ashamed - Patient response 3,Ashamed - Was this caused by a specific event/s?,Ashamed - Was this caused by a recent or distant event (or events)?,Ashamed - Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,Ashamed - Have you recently attempted protocol 11 and found this reignited unmanageable emotions as a result of old events?,Ashamed - Thank you. Now I will ask some questions to understand your situation.,Ashamed - Have you strongly felt or expressed any of the following emotions towards someone:,Ashamed - Do you believe that you should be the saviour of someone else?,"Ashamed - Do you see yourself as the victim, blaming someone else for how negative you feel?",Ashamed - Do you feel that you are trying to control someone?,Ashamed - Are you always blaming and accusing yourself for when something goes wrong?,"Ashamed - In previous conversations, have you considered other viewpoints presented?",Ashamed - Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,Guilty - Patient response 1,Guilty - Patient response 2,Guilty - Patient response 3,Guilty - Was this caused by a specific event/s?,Guilty - Was this caused by a recent or distant event (or events)?,Guilty - Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,Guilty - Have you recently attempted protocol 11 and found this reignited unmanageable emotions as a result of old events?,Guilty - Thank you. Now I will ask some questions to understand your situation.,Guilty - Have you strongly felt or expressed any of the following emotions towards someone:,Guilty - Do you believe that you should be the saviour of someone else?,"Guilty - Do you see yourself as the victim, blaming someone else for how negative you feel?",Guilty - Do you feel that you are trying to control someone?,Guilty - Are you always blaming and accusing yourself for when something goes wrong?,"Guilty - In previous conversations, have you considered other viewpoints presented?",Guilty - Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,Envious - Patient response 1,Envious - Patient response 2,Envious - Patient response 3,Envious - Was this caused by a specific event/s?,Envious - Was this caused by a recent or distant event (or events)?,Envious - Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,Envious - Have you recently attempted protocol 11 and found this reignited unmanageable emotions as a result of old events?,Envious - Thank you. Now I will ask some questions to understand your situation.,Envious - Have you strongly felt or expressed any of the following emotions towards someone:,Envious - Do you believe that you should be the saviour of someone else?,"Envious - Do you see yourself as the victim, blaming someone else for how negative you feel?",Envious - Do you feel that you are trying to control someone?,Envious - Are you always blaming and accusing yourself for when something goes wrong?,"Envious - In previous conversations, have you considered other viewpoints presented?",Envious - Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,Jealous - Patient response 1,Jealous - Patient response 2,Jealous - Patient response 3,Jealous - Was this caused by a specific event/s?,Jealous - Was this caused by a recent or distant event (or events)?,Jealous - Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,Jealous - Have you recently attempted protocol 11 and found this reignited unmanageable emotions as a result of old events?,Jealous - Thank you. Now I will ask some questions to understand your situation.,Jealous - Have you strongly felt or expressed any of the following emotions towards someone:,Jealous - Do you believe that you should be the saviour of someone else?,"Jealous - Do you see yourself as the victim, blaming someone else for how negative you feel?",Jealous - Do you feel that you are trying to control someone?,Jealous - Are you always blaming and accusing yourself for when something goes wrong?,"Jealous - In previous conversations, have you considered other viewpoints presented?",Jealous - Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,All emotions - From what you have said I believe you are feeling {}. Is this correct?,All emotions - I am sorry. Please select from the emotions below the one that best reflects what you are feeling:,All emotions - Thank you for taking part. See you soon,"All emotions - Here are my recommendations, please select the protocol that you would like to attempt","All emotions - Please try to go through this protocol now. When you finish, press 'continue'",All emotions - Do you feel better or worse after having taken this protocol?,All emotions - Would you like to attempt another protocol? (Patient feels better),All emotions - Would you like to attempt another protocol? (Patient feels worse)
76,Male,40-49,"Not great, it's the same shit different day.","She just won't talk to me anymore, I don't know what to do.","Bummed out I guess, I'm just tired...you know?  Tired of it all.",,,,,,,Do you think someone else's problem should be your problem to solve?,"Do you think this is someone else's fault, is there someone that's causing you to feel bad?","Do you think you might be getting too involved, trying to control someone you shouldn't?",Do you always feel that problems are your own fault?,"Have you taken a step back and considered all angles, looked at your situation from others' point of view?",Are there any major personal problems in your life right now?,"I'm pissed at my parents, they're always trying to control me.","I can't believe she cheated on me, I'm so hurt and mad right now.","My boss belittles me all the time, I can't take it anymore.",,,,,,,"Do you feel that you're trying to save someone, intervene on their behaviour?",Is there someone to blame for how you're feeling?,"Do you think that this situation, and the people in it, are something that you're trying to dominate?","When things go wrong, do you feel it's always your fault?","Have you walked in the other person's shoes, looked at this situation from their point of view?",May I ask if there are any major problems in your life right now?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Female,25-29,I'm a little upset today.,I am having a bad day today.,I got into a fight with my boyfriend today.,,,,,,,Do you feel like someone needs your help?,Do you feel that these circumstances are the fault of someone else's actions?,Do you feel like you are trying to be responsible for someone else's actions?,Do you feel like you are being judgmental towards yourself and always blame yourself in the face of adversity?,"Do you think there is another way that you can view this situation, and could other people's advice help you find it?","Are you experiencing a tough time right now, have you fallen out with friends or loved ones?",I am feeling worked up about something that happened at work last week.,"I am thinking about a fight that I had with my mother recently, and it made me mad.",I am mad that my boss passed me up for a raise.,,,,,,,"Are you trying to do something to help someone else, perhaps, at the expense of your own happiness?",Would you say that someone else caused you to feel this way?,Do you feel that you need to be in charge of someone else's behaviour lately?,Do you always assign extra blame to yourself when a negative event occurs?,Do you think there's another way to look at this situation?,I would like to know if you are experiencing a particularly hard time right now.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Female,30-39,"I am feeling bummed, I was supposed to see my dad today but he had to reschedule, I miss him a lot.",I am feeling frustrated because I can't find a way to relax.,I am very sad. My dog died and I can't handle the hurt.,,,,,,,"Being loyal and helpful are always beautiful virtues to have, however, they can become unhealthy if we start to forget about our own wellbeing. Do you think it is more important to you to focus on helping others than growing and focusing on yourself?","Do you think that somebody else is making you do something, or is hurting you in some way?","It is always hard to stay objective when emotions are involved, but I would like you to try if you can. Are you feeling like you are always focusing more on what others are doing in life than what you are doing with life?","Do you tend to take things personally when facing a challenging or confrontational situation, always placing all the blame on yourself?","Thinking back to previous situations and conversations with others, have you ever stepped outside your thought process and pondered viewpoints that may challenge yours?",Are you experiencing any difficulties or are you facing a crisis in your personal life?,I am pissed at myself.,I am so mad at my boss for writing me up.,"I have never felt so angry before, I just got falsely accused of stealing.",,,,,,,Do you think that you should focus on saving someone else in this moment of your life?,"Sometimes others cause us to suffer, but other times it may be that we are avoiding taking responsibility for our actions and choices. Do you feel you have been suffering because of other people?","In your honest opinion, do you think that you are focusing your time and energy on controlling what others are doing?",Do you feel like you are always taking on all the consequences when something goes wrong?,Have you taken some time to think about other viewpoints than yours?,"Are you facing a personal crisis perhaps, or have you fallen out with family, friends or loved ones?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Male,25-29,"Not great at all, I just lost my job.","Nothing is going my way, I never have enough money for everything.",Terrible. Car wouldnt start and it is really putting me down.,,,,,,,,I would like to know if you feel understood or antagonised by others around you; this is important for me to be able to help you. Do you think others around you understand you or are they actually part of the problem?,Do you find comfort in keeping others in control?,"When you are down, are you always blaming yourself for what has gone wrong in your life?","In the past, when conversing with others, did you put yourself in their shoes?",Do you feel you are having troubles with those close to you in your daily life?,"Pissed, completely over all this. I just walked out on my job.",Annoyed and angry. Nobody around me is listening to me.,"Not good at all. Im furious, just got into a fight with my partner.",,,,,,,"Do you ever feel like you are always trying to look out for others, rather than yourself?",I understand you are angry and you are hurting. Do you think those around you are causing the negative feelings you are experiencing?,"If I may ask you this, do you feel like you need to be the one in control?",Do you always feel like you are the one causing your problems?,"Have you looked at the situation from others' perspectives, and have you found it helpful?",Would you say that most of your problems revolve around the ones closest to you right now?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Female,18-24,"I don't feel very well, I was diagnosed with a terrible disease.","I am very sad today, I lost a dear friend last night.","I feel very sad, I had an accident and my car broke down.",,,,,,,Do you believe you can help someone else even at the expense of your own happiness?,Do you feel that someone is partly to blame for your negative feelings?,"Do you, even without realizing it, try to control the people around you?","Do you, even if unfairly, tend to always blame yourself for everything bad that happens in your life?","Have you tried to take a closer look at others' points of view, whenever these have been presented to you?","Right now, is there something that afflicts you in your circle of friends or family?",Leave me alone,Don't bother me,Like a sucker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Male,30-39,I am not feeling so good I fell out with my friend yesterday,I am not feeling great at this time I am so sad,I feel lonely in my life so I am very sad,,,,,,,"Do you think that, perhaps, helping yourself might also help someone else?",Does your situation make you feel as though someone else was at fault?,,Do you always unfairly hold yourself accountable for what happens to you?,,"Do you feel isolated from those around you, or that your safety is somehow in danger?",i am not good because my friends are bullying me,"i am not ok, thinking about my children i got very angry",i am very angry with my boss because he is pushy,,,,,,,,Do you feel that your negative feelings might have been caused by someone else?,Is there someone in your life whose opinion you are trying to sway?,Do you feel that you are always to blame for accidental situations?,Do you think that you are able to put your vision into another point of view?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Male,30-39,I am feeling a little down.,I'm not enjoying myself.,I don't feel like doing anything.,,,,,,,Do you feel the burden of responsibility for the outcome of someone else's fate?,Do you feel that you have been harmed and that it is the fault of someone else?,Is it possible that you might be forcefully influencing someone else's decisions and behavior?,"Thinking about it, would you say that you tend to always blame yourself when problems occur?",Have you fully considered the perspectives of those you have talked to in the past?,Are you experiencing difficulty in your personal relationships (debacle with a friend for example)?,I hate my day so far.,Everything sucks today.,Today is waning my patience.,,,,,,,Do you feel responsible for fixing someone else's problems?,Do you feel you are being negatively affected by someone else?,"Do you think that someone is not giving you the freedom that you deserve, and you have to convince them?",Do you always make yourself feel bad when things don't go according to plan?,Have you thought about how others might see things in previous conversations you've had with them?,"Are you, perhaps, experiencing drama in your personal relationships (not getting along with a friend or loved one, for example)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Male,50-59,Not too good. I just feel empty.,Could be better. My wife and family seem distant lately,A little sad. My father passed on recently.,,,,,,,Do you feel that you're being expected to save others?,"May I ask if you feel like a victim right now, and someone else is responsible for your sadness?",Do you ever find yourself blaming or controlling others around you?,Do you find yourself always taking the blame when things go wrong?,Would you honestly say that you are open to others' viewpoints?,"If you don't mind me asking this, are there any problems with family, friends?",Not too good. I feel like quitting my job.,I feel very irritable.,I am being persecuted.,,,,,,,Do you find yourself believing you have to save others?,"If I may ask, do you ever find yourself blaming other people for the way you feel?",Do you often find yourself trying to control others?,Do you find yourself always taking the blame when things go awry?,Is it easy for you to consider other people's point of view?,"Do you find yourself under a great deal of stress right now, having problems with coworkers, friends or family?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Male,18-24,"	
I am not feeling good. I was suffering from fever.",I'm depressed due to a fight with my friend.,I am unable to stay focus and I'm feeling lonely.,,,,,,,Do you believe there is someone who deserves to be saved by you?,Do you think someone is responsible for your negative feeling?,"If you think about it, would you like the power to control someone in your life right now?",Do you think it's always your fault when something goes wrong in your life?,Do you feel that you have given full consideration to other points of view in previous conversations?,"Are you going through a rough patch, or a personal crisis? if so, you can tell me.",I'm really pissed off today.,It's a very bad day.,My friend's behaviour makes me angry.,,,,,,,Are you making someone else safe at your own expense?,Do you feel bad right now because of someone else?,Would you say that you may be trying to control someone?,"Do you feel that, deep inside, you are always yelling at yourself for any bad things that happen?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Female,50-59,"I'm feeling really down, depressed, I can't find a job anywhere.","I 've lost motivation, it just seems like I'll never be able to bring my grades up, I'm so sad.","I feel awful, my girlfriend dumped me, now I have no one, I am truly feeling down.",,,,,,,Do you feel there is something you can do that will make someone else better?,"Do you feel you do not share any responsibility for this, and others are to blame for having hurt you?","Is there a power struggle involved, where someone needs to win?","Do you always feel like you're the one at fault, even when perhaps you shouldn't?",Are you usually able to put yourself in the other person's shoes?,May I ask if you have been under a lot of pressure or stress lately?,"I'm mad as a hornet, I want to punch someone.","I'm always getting kicked down, I'm really mad!","So sick of being treated badly, I've never been so angry!",,,,,,,Do you ever feel like you are looking out for others' needs more than your own?,"Could it be that, sometimes, you attribute to others the responsibility for mistakes you make, or tend to shrug off guilt?",,"Is there usually something you feel you should have done differently, do you tend to always question your actions?","Are you able to look at other viewpoints, without immediately judging or arguing?",I would like to know how things have been going in your life in general. Have there been any major distressing events or challenges recently?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Male,30-39,I'm really depressed. Nothing I do is worthwhile.,Not good really. I think my marriage is over.,"I'm so sad every day, I've just been miserable since the accident.",,,,,,,"Do you feel that your actions are attempting to fix things, help or make things right for someone?",Is there someone else causing your sadness?,Do you feel that you could be trying to affect or change somebody else's behaviour?,"Please tell me, are you always putting the blame on yourself when things go wrong?",Thank you for answering that. Have you been able to consider alternate views and opinions presented to you in previous conversations?,Is there anything particularly difficult you are going through at the moment in your personal life?,"I'm really annoyed, I couldn't get anything done at work today.","Pissed off, my friend is being really annoying.",Angry. People at work expect me to do everything!,,,,,,,"Do you think that your feelings may arise from trying to help, save or redeem someone else with your actions?","That's ok, thank you for letting me know. Do you feel, perhaps, that someone or something else is causing your negative feelings?",Do you think that your actions could be perceived as controlling by others?,Do you always feel that you are to blame when something goes wrong?,"Do you feel, truly, that you have always been able to consider other points of view in previous conversations you've had?","May I ask, are you undergoing any specific personal or emotional difficulties at the moment?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Female,40-49,"I am so sad today, nothing seems to be going right.",I have lost a loved one and I haven't really felt happy since.,"I am really down, I feel depressed and devoid of motivation.",,,,,,,May I ask if you believe that it is your own responsibility to rescue another person from their problems?,"Thank you very much for your answer. I would now like to ask you if you see yourself as the victim of the situation, and someone else is to blame for your painful feelings.","Thank you again, that is helpful for me to understand. Could it be that you are trying to control or manipulate someone else into doing something that you want them to do?","I understand, thank you for taking the time to answer that. May I ask whether you feel that you have a tendency to always blame yourself for your problems?","Would you say that in previous conversations you have always listened to others' points of view, taking time to carefully consider their perspective?","Thank you for your answers so far. May I ask if you feel that you are undergoing a personal crisis right now, or if you are experiencing unmanageable interpersonal difficulties with those around you?","I am so mad right now, I can't believe I was taken for a fool.","I am really, really angry. I feel I could burst.",I am mad at my partner for lying to me.,,,,,,,"If I may ask, do you feel that you are trying to save or rescue other people in this situation?","Thank you for your answer. I would now like to ask you if you feel that you are the victim, and someone else is to blame for making you feel this way.",Thank you again for helping me understand the situation. Is there any chance that you may be trying to control or manipulate someone else in your life?,"I understand, thank you for your patience. I would like to know, if possible, whether you think that you may have a tendency to always blame yourself whenever something bad happens.","Would you say that you have always considered other viewpoints in previous conversations you've had, taking other people's opinions and advice fully on board, rather than shutting them down?","If I may ask, do you feel that you are experiencing unmanageable difficulties with your friends, family or loved ones?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Female,30-39,I am so sad today.,I am feeling kinda weak and depressed.,I don't have much energy to do anything.,,,,,,,Thank you for your cooperation so far. May I ask if you feel obliged to rescue other people in your life from their own problems?,"I understand, thank you. Do you feel like you are the victim of other people's behaviour?","Thank you. Would you say that perhaps you are trying to control someone else, make them do what you want them to do or say what you want to hear?","Thanks, I understand. Do you feel you are always blaming yourself for the problems you face?","Thank you for your trust, please help me understand better. Would you say that, in previous conversations, you have always been willing to listen to other people's views and opinions?","Thank you. I'd like to know if you may be undergoing a particularly difficult moment, due to problems with friends or family.",I am way pissed off today.,I hate this country!,"I am mad at the situation here, I really hate career politicians.",,,,,,,May I just begin by asking you if you feel responsible for rescuing someone else in your life?,"I understand, thank you. Could it be perhaps that you see yourself as the victim in this circumstance?","I see, thanks. What about controlling behaviours? Have you displayed any of those toward other people perhaps?","I understand, thank you for your answers so far. If I may ask, do you think you are the kind of person who always blames themselves whenever something goes wrong?","Thank you again for your patience today. I would like to know if you believe, in all honesty, that you have always considered carefully other people's viewpoints in previous discussions.","Thank you for opening up to me, I'd like to help you let go of your negative thoughts. Could it be that you are undergoing a period of exceptional suffering right now, due to issues with family or loved ones?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Male,50-59,"Not good, I'm feeling lonely","I'm bored, I am home alone",I suffered a loss due to the pandemic,,,,,,,,,,,,,Fuck off,I would like to bring back to life my friend who killed himself to kill him,I hate my girl,,,,,,,"Thank you, you are doing great. If I may ask, do you find yourself trying to save those around you?",I see something is troubling you. Do you feel someone is hurting you?,Thanks again for your cooperation. May I ask if you feel so responsible for someone that you may be trying to control them?,"Do you always feel like everything you touch breaks, and do you always blame yourself excessively for any mistake?","May I ask if in your daily life you listen to your friends attentively, without always feeling the urge to put forward your own vision?","I understand this is not a good moment for you, and maybe there is something bigger going on. Are you experiencing a personal crisis, facing unmanageable issues involving other people in your life?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Male,40-49,I am feeling sad,I am feeling lonely,I am feeling down,,,,,,,Do you feel that you should be the saviour of someone else?,"Thank you for sharing this. Could you tell me if you see yourself as the victim, blaming someone else for how negative you feel?","Thank you for letting me know this. Could you tell me if you feel you are trying to control someone, perhaps?",Thank you for sharing this. Can you tell me if you feel you are always blaming and accusing yourself for when something goes wrong?,Could you tell me if you feel that you are usually able to consider and learn from other people's viewpoints?,"Thank you for your patience, I really appreciate it. Could you tell me if you feel you are undergoing a personal crisis in this moment of your life, dealing with severe difficulties at work or at home?",I am not ok,I feel stressed,I am tired,,,,,,,"Could you tell me if you feel that you want to save someone else, a friend or a loved one?","Could you tell me if you see yourself as a victim, blaming someone else for how negative you feel?",Could you look within yourself and tell me if you feel you are trying to control someone?,Do you feel you are always blaming and accusing yourself for when something goes wrong?,"Could you tell me if you feel, in all honesty, that you truly considered other viewpoints and perspectives when these were presented to you in previous conversations?",Do you feel that you may be undergoing a personal crisis right now?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Male,40-49,empty is an understatement,Today is one of those days where I would love to be a nail hammered into a wall. And just stand there,even more useless than usual,,,,,,,"Thank you, now I'd like to ask you a simple question so that I can understand better. Does rescuing others make you happy?",,,Do you always mull over negative events and wonder what would have happened if things had gone differently?,Do you consider yourself an open-minded person who likes to hear others' opinions?,"If you had a magic wand, are there people you would eliminate from your life right now, in order to feel better?",I have had better days,Do you have a bonus question?,Worse than yesterday,,,,,,,"I would like to ask you whether it comes naturally to you to help others, even at your own expense?",,"Sometimes we regret that we don't always have our life under control, and try to control others as a result. Do you feel that you may be trying to control someone?","If I were to tell you that you may be too hard on yourself, would you agree?",Do you consider yourself to be someone who can truly listen to other people?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
